episode_number,title,full_title,category,youtube_channel_search_url,youtube_url_TO_FILL
128,Crime and Punishment,Episode 128: Crime and Punishment,Other & special topics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+128%3A+Crime+and+Punishment,https://www.youtube.com/watch?v=eGefv4fjE20
129,Complex Psychosis Management,Episode 129: Complex Psychosis Management,Psychosis & schizophrenia,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+129%3A+Complex+Psychosis+Management,https://www.youtube.com/watch?v=TW5RuzvZ4aw
130,Schema Therapy for BPD,Episode 130: Schema Therapy for BPD,Personality,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+130%3A+Schema+Therapy+for+BPD,https://www.youtube.com/watch?v=AOJaCM-GiMo
131,Diet for Depression and Anxiety,Episode 131: Diet for Depression and Anxiety,Mood & bipolar; suicide,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+131%3A+Diet+for+Depression+and+Anxiety,https://www.youtube.com/watch?v=PCDuyanhr-w
132,Practical Psychopharmacology,Episode 132: Practical Psychopharmacology,Psychopharmacology,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+132%3A+Practical+Psychopharmacology,https://www.youtube.com/watch?v=W1XhEaBLnZI
133,Blitzed - Drugs in Nazi Germany,Episode 133: Blitzed - Drugs in Nazi Germany,Substance use & addiction,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+133%3A+Blitzed+-+Drugs+in+Nazi+Germany,https://www.youtube.com/watch?v=8FpRSd0YQOo
134,Strengths of Dyslexia,Episode 134: Strengths of Dyslexia,Neuroscience & the brain,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+134%3A+Strengths+of+Dyslexia,https://www.youtube.com/watch?v=DBReAcmaXcE
135,From Survive to Thrive,Episode 135: From Survive to Thrive,Clinician wellbeing & professional growth,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+135%3A+From+Survive+to+Thrive,https://www.youtube.com/watch?v=7yHOrRleEOo
136,Turn Autism Around,Episode 136: Turn Autism Around,"Child, adolescent & development",https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+136%3A+Turn+Autism+Around,https://www.youtube.com/watch?v=fmVaXoLwfaY
137,Ketamine Update,Episode 137: Ketamine Update,Mood & bipolar; suicide,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+137%3A+Ketamine+Update,https://www.youtube.com/watch?v=2mw7Fv8N-WU
138,Spiritual Struggles in Therapy,Episode 138: Spiritual Struggles in Therapy,Other & special topics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+138%3A+Spiritual+Struggles+in+Therapy,https://www.youtube.com/watch?v=K4ZULYyJTJI
139,Affective Neuroscience,Episode 139: Affective Neuroscience,Neuroscience & the brain,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+139%3A+Affective+Neuroscience,https://www.youtube.com/watch?v=hTmUZF2zJrk
140,BPD Common Factors,Episode 140: BPD Common Factors,Personality,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+140%3A+BPD+Common+Factors,https://www.youtube.com/watch?v=VE8ObBUp96c
141,Psychopharmacology Mediators,Episode 141: Psychopharmacology Mediators,Psychopharmacology,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+141%3A+Psychopharmacology+Mediators,https://www.youtube.com/watch?v=jmrOCOOEEjA
142,Exercise as Medicine,Episode 142: Exercise as Medicine,Other & special topics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+142%3A+Exercise+as+Medicine,https://www.youtube.com/watch?v=YQrhLzKcDW4
143,Schizophrenia Overdiagnosis in Black Patients,Episode 143: Schizophrenia Overdiagnosis in Black Patients,Psychosis & schizophrenia,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+143%3A+Schizophrenia+Overdiagnosis+in+Black+Patients,https://www.youtube.com/watch?v=RPqWgAoaAlo
144,Psychodynamic Therapy Evidence,Episode 144: Psychodynamic Therapy Evidence,Psychotherapy process — transference & dynamics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+144%3A+Psychodynamic+Therapy+Evidence,https://www.youtube.com/watch?v=Wxmzk8IE0ew
145,Managing Inpatient Aggression,Episode 145: Managing Inpatient Aggression,Psychopharmacology,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+145%3A+Managing+Inpatient+Aggression,https://www.youtube.com/watch?v=5CwSReUrvjY
148,Karen Horney,Episode 148: Karen Horney,Personality,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+148%3A+Karen+Horney,https://www.youtube.com/watch?v=AiuntNGdc10
150,Couples Therapy Approaches,Episode 150: Couples Therapy Approaches,Other & special topics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+150%3A+Couples+Therapy+Approaches,https://www.youtube.com/watch?v=KQ8d_fxKIbw
151,Learning Psychotherapy,Episode 151: Learning Psychotherapy,Other & special topics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+151%3A+Learning+Psychotherapy,https://www.youtube.com/watch?v=NAjJP_recak
152,ECT Efficacy and Controversies,Episode 152: ECT Efficacy and Controversies,Psychopharmacology,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+152%3A+ECT+Efficacy+and+Controversies,https://www.youtube.com/watch?v=QynkM07nvk0
153,Consciousness and Emotion,Episode 153: Consciousness and Emotion,Neuroscience & the brain,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+153%3A+Consciousness+and+Emotion,https://www.youtube.com/watch?v=G70CLtf2RYo
154,Integrating Psychotherapy,Episode 154: Integrating Psychotherapy,Other & special topics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+154%3A+Integrating+Psychotherapy,https://www.youtube.com/watch?v=p2XkYUZRsJ0
155,Is Depression Chemical Imbalance?,Episode 155: Is Depression Chemical Imbalance?,Mood & bipolar; suicide,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+155%3A+Is+Depression+Chemical+Imbalance%3F,https://www.youtube.com/watch?v=AnZ98Iq7CV4
156,What Causes Mass Shootings,Episode 156: What Causes Mass Shootings,Other & special topics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+156%3A+What+Causes+Mass+Shootings,https://www.youtube.com/watch?v=ojyFnZG-loc
157,Polypharmacy in Psychiatry,Episode 157: Polypharmacy in Psychiatry,Psychopharmacology,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+157%3A+Polypharmacy+in+Psychiatry,https://www.youtube.com/watch?v=s-N87s9VJ0s
158,Obesity and Weight Loss,Episode 158: Obesity and Weight Loss,Other & special topics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+158%3A+Obesity+and+Weight+Loss,https://www.youtube.com/watch?v=tmCH6ti1K2c
159,Parental Alienation,Episode 159: Parental Alienation,"Child, adolescent & development",https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+159%3A+Parental+Alienation,https://www.youtube.com/watch?v=y5HOCMWYjtY
160,Psychology of Catfishing,Episode 160: Psychology of Catfishing,Other & special topics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+160%3A+Psychology+of+Catfishing,https://www.youtube.com/watch?v=VPrysQ-XT3c
161,Conrad Roy Case Analysis,Episode 161: Conrad Roy Case Analysis,Mood & bipolar; suicide,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+161%3A+Conrad+Roy+Case+Analysis,https://www.youtube.com/watch?v=Ri3Z-2nLssk
162,The Autism Wave,Episode 162: The Autism Wave,"Child, adolescent & development",https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+162%3A+The+Autism+Wave,https://www.youtube.com/watch?v=UlmNqJqEC-Y
163,Ketogenic Diet for Mental Health,Episode 163: Ketogenic Diet for Mental Health,Other & special topics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+163%3A+Ketogenic+Diet+for+Mental+Health,https://www.youtube.com/watch?v=T89FWNZjKcM
164,Listening Psychodynamically,Episode 164: Listening Psychodynamically,Psychotherapy process — transference & dynamics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+164%3A+Listening+Psychodynamically,https://www.youtube.com/watch?v=8PKUD6XVHz4
165,Exercise for the Brain,Episode 165: Exercise for the Brain,Neuroscience & the brain,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+165%3A+Exercise+for+the+Brain,https://www.youtube.com/watch?v=NdNJ7F8bmdo
166,Identifying Malingering,Episode 166: Identifying Malingering,Foundations & the psychiatric interview,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+166%3A+Identifying+Malingering,https://www.youtube.com/watch?v=RpFBtfFezEY
167,Long-Acting Injectables,Episode 167: Long-Acting Injectables,Psychosis & schizophrenia,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+167%3A+Long-Acting+Injectables,https://www.youtube.com/watch?v=Qf53Cajvfbc
168,Obsessive-Compulsive Personality,Episode 168: Obsessive-Compulsive Personality,Psychotherapy process — transference & dynamics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+168%3A+Obsessive-Compulsive+Personality,https://www.youtube.com/watch?v=4ZRLXSZZECo
169,Social Anxiety Treatment,Episode 169: Social Anxiety Treatment,"Anxiety, OCD & stress",https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+169%3A+Social+Anxiety+Treatment,https://www.youtube.com/watch?v=4hR4UUz70KI
170,Using Transference,Episode 170: Using Transference,Psychotherapy process — transference & dynamics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+170%3A+Using+Transference,https://www.youtube.com/watch?v=nEw449ACUUo
171,Nancy McWilliams Interview,Episode 171: Nancy McWilliams Interview,Foundations & the psychiatric interview,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+171%3A+Nancy+McWilliams+Interview,https://www.youtube.com/watch?v=b1M2RBvHMhM
172,Ancient Prisons,Episode 172: Ancient Prisons,Other & special topics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+172%3A+Ancient+Prisons,https://www.youtube.com/watch?v=IeahWYAoCW8
173,Real Self-Care,Episode 173: Real Self-Care,Clinician wellbeing & professional growth,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+173%3A+Real+Self-Care,https://www.youtube.com/watch?v=yVHeHCaNPzs
174,Serotonin Syndrome,Episode 174: Serotonin Syndrome,Psychopharmacology,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+174%3A+Serotonin+Syndrome,https://www.youtube.com/watch?v=T2zOj6S72bs
175,IOP for Psychosomatic Illness,Episode 175: IOP for Psychosomatic Illness,"Child, adolescent & development",https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+175%3A+IOP+for+Psychosomatic+Illness,https://www.youtube.com/watch?v=WddsbY7QQa8
176,Microdosing Psychedelics,Episode 176: Microdosing Psychedelics,Other & special topics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+176%3A+Microdosing+Psychedelics,https://www.youtube.com/watch?v=e4l1TiKnX9s
177,Anxiety Leading to Growth,Episode 177: Anxiety Leading to Growth,Trauma & PTSD,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+177%3A+Anxiety+Leading+to+Growth,https://www.youtube.com/watch?v=mzEfyoTL_2M
178,Social Anxiety and Blushing,Episode 178: Social Anxiety and Blushing,"Anxiety, OCD & stress",https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+178%3A+Social+Anxiety+and+Blushing,https://www.youtube.com/watch?v=IC3HHazYINo
179,Exercise Mental Health Update,Episode 179: Exercise Mental Health Update,Other & special topics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+179%3A+Exercise+Mental+Health+Update,https://www.youtube.com/watch?v=2yU-mVntcnk
180,Psychotherapy for Psychosis,Episode 180: Psychotherapy for Psychosis,Psychosis & schizophrenia,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+180%3A+Psychotherapy+for+Psychosis,https://www.youtube.com/watch?v=2tW7YYRwyH8
181,Alcohol Use Disorder,Episode 181: Alcohol Use Disorder,Substance use & addiction,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+181%3A+Alcohol+Use+Disorder,https://www.youtube.com/watch?v=W5-dbQFqVbs
182,Opioid Use Disorder,Episode 182: Opioid Use Disorder,Substance use & addiction,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+182%3A+Opioid+Use+Disorder,https://www.youtube.com/watch?v=6tLzBZNTvZA
183,Emerging Drugs,Episode 183: Emerging Drugs,Psychopharmacology,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+183%3A+Emerging+Drugs,https://www.youtube.com/watch?v=0lQlRRSOiZM
184,Pregnancy and Psych Meds,Episode 184: Pregnancy and Psych Meds,Psychopharmacology,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+184%3A+Pregnancy+and+Psych+Meds,https://www.youtube.com/watch?v=ba8MyUs3I2g
185,Narcissism with Shedler,Episode 185: Narcissism with Shedler,Psychotherapy process — transference & dynamics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+185%3A+Narcissism+with+Shedler,https://www.youtube.com/watch?v=KZSD3lauzDo
186,Deliberate Practice in Therapy,Episode 186: Deliberate Practice in Therapy,Other & special topics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+186%3A+Deliberate+Practice+in+Therapy,https://www.youtube.com/watch?v=0EiwZRdnIx4
187,Best Diet for Mood Update,Episode 187: Best Diet for Mood Update,Mood & bipolar; suicide,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+187%3A+Best+Diet+for+Mood+Update,https://www.youtube.com/watch?v=bLS8qhXGU5k
188,Depersonalization and Derealization,Episode 188: Depersonalization and Derealization,Trauma & PTSD,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+188%3A+Depersonalization+and+Derealization,https://www.youtube.com/watch?v=Vj-Z9du3gJg
189,Non-Violent Communication,Episode 189: Non-Violent Communication,Other & special topics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+189%3A+Non-Violent+Communication,
190,Schizophrenia Treatment Equity,Episode 190: Schizophrenia Treatment Equity,Psychosis & schizophrenia,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+190%3A+Schizophrenia+Treatment+Equity,https://www.youtube.com/watch?v=p9rB9okhhS8
191,Body Dysmorphic Disorder,Episode 191: Body Dysmorphic Disorder,Other & special topics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+191%3A+Body+Dysmorphic+Disorder,https://www.youtube.com/watch?v=gOdvEPQs-d4
193,Buprenorphine Management,Episode 193: Buprenorphine Management,Substance use & addiction,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+193%3A+Buprenorphine+Management,https://www.youtube.com/watch?v=YhKvhaQwUs4
194,Emotionally Focused Therapy,Episode 194: Emotionally Focused Therapy,Psychotherapy process — transference & dynamics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+194%3A+Emotionally+Focused+Therapy,https://www.youtube.com/watch?v=wwXroEAMbOU
195,Robert Sapolsky Interview,Episode 195: Robert Sapolsky Interview,Foundations & the psychiatric interview,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+195%3A+Robert+Sapolsky+Interview,https://www.youtube.com/watch?v=BxpKp0Zp6OA
196,Resisting Conformity,Episode 196: Resisting Conformity,Other & special topics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+196%3A+Resisting+Conformity,https://www.youtube.com/watch?v=1LlxOHciMZg
197,Eating Disorders Medical Care,Episode 197: Eating Disorders Medical Care,Foundations & the psychiatric interview,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+197%3A+Eating+Disorders+Medical+Care,https://www.youtube.com/watch?v=dZOH0jbPXo4
198,Connection in Medical Education,Episode 198: Connection in Medical Education,Psychotherapy process — transference & dynamics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+198%3A+Connection+in+Medical+Education,https://www.youtube.com/watch?v=QYEf5vbfDWo
199,Motivational Interviewing,Episode 199: Motivational Interviewing,Foundations & the psychiatric interview,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+199%3A+Motivational+Interviewing,https://www.youtube.com/watch?v=FpnaJFStVGQ
200,200 Episodes Milestone,Episode 200: 200 Episodes Milestone,Other & special topics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+200%3A+200+Episodes+Milestone,https://www.youtube.com/watch?v=zmXNSMvKn_Y
201,Psychotic Depression,Episode 201: Psychotic Depression,Mood & bipolar; suicide,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+201%3A+Psychotic+Depression,https://www.youtube.com/watch?v=OoXGcXxvojQ
202,CBT with Judith Beck,Episode 202: CBT with Judith Beck,Other & special topics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+202%3A+CBT+with+Judith+Beck,https://www.youtube.com/watch?v=hTFPAO8bwYM
203,Adverse Childhood Experiences,Episode 203: Adverse Childhood Experiences,Foundations & the psychiatric interview,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+203%3A+Adverse+Childhood+Experiences,https://www.youtube.com/watch?v=TuAJ__CrMaE
204,ACEs Part 2,Episode 204: ACEs Part 2,Foundations & the psychiatric interview,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+204%3A+ACEs+Part+2,https://www.youtube.com/watch?v=xMkt1WyZzAw
205,Beginning Treatment,Episode 205: Beginning Treatment,Psychotherapy process — transference & dynamics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+205%3A+Beginning+Treatment,https://www.youtube.com/watch?v=puddZhRgRNI
206,Mentalization-Based Therapy,Episode 206: Mentalization-Based Therapy,Personality,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+206%3A+Mentalization-Based+Therapy,https://www.youtube.com/watch?v=OlaHnCCi8kE
207,5 Domains of Psychiatric Care,Episode 207: 5 Domains of Psychiatric Care,Foundations & the psychiatric interview,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+207%3A+5+Domains+of+Psychiatric+Care,https://www.youtube.com/watch?v=3EZEnMDduQs
208,What People Want From Therapy,Episode 208: What People Want From Therapy,Other & special topics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+208%3A+What+People+Want+From+Therapy,https://www.youtube.com/watch?v=qWlY0t_quLo
209,Cognitive Processing Therapy,Episode 209: Cognitive Processing Therapy,Psychotherapy process — transference & dynamics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+209%3A+Cognitive+Processing+Therapy,https://www.youtube.com/watch?v=-cOXrHsp0Js
210,Q&A with Dr. Cummings,Episode 210: Q&A with Dr. Cummings,Psychopharmacology,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+210%3A+Q%26A+with+Dr.+Cummings,https://www.youtube.com/watch?v=FOlmOKGCBIE
211,Early Psychosis,Episode 211: Early Psychosis,Psychosis & schizophrenia,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+211%3A+Early+Psychosis,https://www.youtube.com/watch?v=Pw63OFaC4uQ
212,Bruce Perry on Trauma,Episode 212: Bruce Perry on Trauma,Trauma & PTSD,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+212%3A+Bruce+Perry+on+Trauma,https://www.youtube.com/watch?v=wH24aM-enzc
213,Reflective Functioning,Episode 213: Reflective Functioning,Foundations & the psychiatric interview,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+213%3A+Reflective+Functioning,https://www.youtube.com/watch?v=zleBvvm5kfU
214,Q&A Part 2,Episode 214: Q&A Part 2,Psychopharmacology,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+214%3A+Q%26A+Part+2,https://www.youtube.com/watch?v=KgrpJEcExps
215,Complex PTSD vs BPD,Episode 215: Complex PTSD vs BPD,Foundations & the psychiatric interview,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+215%3A+Complex+PTSD+vs+BPD,https://www.youtube.com/watch?v=OXDDY5vsm2g
216,Shrink Next Door Analysis,Episode 216: Shrink Next Door Analysis,Other & special topics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+216%3A+Shrink+Next+Door+Analysis,https://www.youtube.com/watch?v=1KzTqSTSDoo
217,ACEs and Brain Changes,Episode 217: ACEs and Brain Changes,Foundations & the psychiatric interview,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+217%3A+ACEs+and+Brain+Changes,https://www.youtube.com/watch?v=kxSSwesz7oQ
218,The Goldwater Rule,Episode 218: The Goldwater Rule,Other & special topics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+218%3A+The+Goldwater+Rule,https://www.youtube.com/watch?v=DCKRQ0zC7Qk
219,Eating Disorders Psychology,Episode 219: Eating Disorders Psychology,Clinician wellbeing & professional growth,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+219%3A+Eating+Disorders+Psychology,https://www.youtube.com/watch?v=6xl4b2v538o
220,Writing for Trauma Healing,Episode 220: Writing for Trauma Healing,Psychotherapy process — transference & dynamics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+220%3A+Writing+for+Trauma+Healing,https://www.youtube.com/watch?v=Zk281N43rt8
221,Sauna and Mental Health,Episode 221: Sauna and Mental Health,Other & special topics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+221%3A+Sauna+and+Mental+Health,https://www.youtube.com/watch?v=WFqL8Yf-_go
222,Paul Wachtel on Attachment,Episode 222: Paul Wachtel on Attachment,Psychotherapy process — transference & dynamics,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+222%3A+Paul+Wachtel+on+Attachment,https://www.youtube.com/watch?v=SloGQ88Bi6E
223,Weight Gain from Psych Meds,Episode 223: Weight Gain from Psych Meds,Psychopharmacology,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+223%3A+Weight+Gain+from+Psych+Meds,https://www.youtube.com/watch?v=JMHLFLCU7Qc
224,BPD Medications and Treatment,Episode 224: BPD Medications and Treatment,Personality,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+224%3A+BPD+Medications+and+Treatment,https://www.youtube.com/watch?v=EOQXLFdzCUU
225,Inside Out 2 Psychology,Episode 225: Inside Out 2 Psychology,"Child, adolescent & development",https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+225%3A+Inside+Out+2+Psychology,https://www.youtube.com/watch?v=IaRSIGa_pDs
226,Healthcare Burnout,Episode 226: Healthcare Burnout,Clinician wellbeing & professional growth,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+226%3A+Healthcare+Burnout,https://www.youtube.com/watch?v=LDFch7RSSyY
227,Mentalization for Narcissism,Episode 227: Mentalization for Narcissism,Personality,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+227%3A+Mentalization+for+Narcissism,https://www.youtube.com/watch?v=fJ3fVZ0GegI
228,OCD Treatment Guide,Episode 228: OCD Treatment Guide,"Anxiety, OCD & stress",https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+228%3A+OCD+Treatment+Guide,https://www.youtube.com/watch?v=flP_z4XByk4
229,Beyond Psychosis Myths,Episode 229: Beyond Psychosis Myths,Psychosis & schizophrenia,https://www.youtube.com/@psychiatrypsychotherapy6939/search?query=Psychiatry+Psychotherapy+Podcast+Episode+229%3A+Beyond+Psychosis+Myths,https://www.youtube.com/watch?v=i0aiGArW9x4
